Education_Level,Income_Category,Card_Category,Months_on_book,amt,latitude,longitude,is_fraud,age,trans_hour,trans_day_of_week,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,business_type_Big Box Retail,business_type_E-commerce,business_type_Electronics,business_type_Food & Beverage,business_type_Gas Station,business_type_Grocery,business_type_Pharmacy/Retail,business_type_Subscription,business_type_Transportation
-1,4,0,31,52.77,50.0335,-79.7508,0,71,21,1,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,4,0,31,12.87,51.6048,-116.4147,0,71,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0
-1,4,0,31,120.52,51.004,-98.5405,0,71,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-1,4,0,31,101.38,48.1658,-114.2634,0,71,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0
-1,4,0,31,182.98,52.2173,-65.6241,0,71,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,4,0,31,115.86,50.7828,-78.0856,0,71,20,3,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,4,0,31,12.19,46.8354,-81.0251,0,71,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0
-1,0,0,53,94.93,52.6735,-87.5966,0,76,9,4,0,0,0,1,0,0,0,1,0,0,0,0,0
-1,0,0,53,15.32,49.497,-104.7619,0,76,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,0,69,76.13,50.3642,-88.6878,0,46,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,69,9.49,49.8209,-87.2985,0,46,21,3,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,69,120.71,49.8721,-93.8697,0,46,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,0,69,52.23,53.803,-108.3333,0,46,18,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,69,113.46,48.8478,-121.3417,0,46,12,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1,0,26,7.5,51.4478,-96.5215,0,50,16,2,0,0,1,0,0,0,0,0,0,1,0,0,0
3,1,0,26,136.84,43.7373,-85.3902,0,50,15,4,0,0,1,0,0,0,0,0,0,1,0,0,0
3,1,0,26,80.11,48.6775,-112.1649,0,50,21,3,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1,0,26,84.56,44.0904,-89.8396,0,50,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1,0,26,26.7,50.8396,-62.3956,0,50,9,4,0,0,1,0,0,0,0,0,1,0,0,0,0
3,1,0,26,86.88,49.054,-98.0054,0,50,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1,0,26,72.13,54.9723,-97.8112,0,50,16,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1,0,26,55.81,43.7401,-80.9096,0,50,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0
4,0,2,51,46.76,46.3043,-102.2959,0,53,20,2,0,0,1,0,0,0,0,0,0,0,0,1,0
4,0,2,51,61.7,43.8419,-100.5884,0,53,7,6,0,0,1,0,0,0,0,0,0,0,1,0,0
4,0,2,51,95.83,45.4575,-85.2076,0,53,11,6,0,0,1,0,0,0,0,0,0,0,0,1,0
4,0,2,51,32.16,43.8566,-98.2864,0,53,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0
4,0,2,51,34.21,50.8287,-72.8971,0,53,10,6,0,0,1,0,0,0,0,0,1,0,0,0,0
0,4,0,71,13.78,53.6557,-86.6817,0,60,21,4,0,0,1,0,0,0,0,0,0,0,0,1,0
0,4,0,71,123.78,47.4524,-95.6442,0,60,20,3,0,0,1,0,0,1,0,0,0,0,0,0,0
0,4,0,71,63.81,44.454,-89.5185,0,60,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,4,0,112,117.33,50.3018,-96.0043,0,26,10,3,0,1,0,0,0,0,0,0,0,0,0,0,1
2,4,0,112,29.7,45.8478,-91.7619,0,26,6,3,0,1,0,0,0,0,0,0,0,0,0,1,0
2,4,0,112,213.47,49.3012,-117.3095,0,26,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,4,0,112,171.04,44.3035,-60.1618,0,26,23,2,0,1,0,0,0,1,0,0,0,0,0,0,0
2,4,0,112,50.19,43.736,-97.6617,0,26,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,4,0,112,204.44,51.4241,-116.3714,0,26,10,3,0,1,0,0,1,0,0,0,0,0,0,0,0
2,4,0,112,50.44,44.1927,-108.7785,0,26,19,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2,4,0,112,299.32,44.8538,-88.2599,0,26,16,1,0,1,0,0,1,0,0,0,0,0,0,0,0
-1,-1,1,98,3.82,54.0007,-102.1557,0,42,12,3,0,0,1,0,0,0,0,1,0,0,0,0,0
-1,-1,1,98,43.03,44.7856,-103.8948,0,42,5,4,0,0,1,0,0,0,0,0,0,0,0,1,0
-1,-1,1,98,51.9,53.7992,-81.9004,0,42,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-1,-1,1,98,36.68,44.5667,-120.5687,0,42,23,2,0,0,1,0,0,0,1,0,0,0,0,0,0
-1,-1,1,98,34.0,44.3892,-101.341,0,42,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0
-1,-1,1,98,38.94,53.1406,-74.8376,0,42,2,6,0,0,1,0,0,1,0,0,0,0,0,0,0
-1,-1,1,98,40.21,48.2252,-80.1438,0,42,18,4,0,0,1,0,0,0,1,0,0,0,0,0,0
-1,-1,1,98,108.72,47.5445,-100.8552,0,42,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,-1,1,98,13.83,47.4139,-115.7363,0,42,23,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-1,-1,1,98,106.75,49.8666,-110.1212,0,42,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-1,-1,1,98,28.03,43.1901,-97.7504,0,42,14,4,0,0,1,0,0,0,0,0,1,0,0,0,0
0,-1,1,80,19.39,54.392,-75.8056,0,38,20,2,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-1,1,80,34.88,46.9086,-75.1005,0,38,20,4,0,0,0,1,0,1,0,0,0,0,0,0,0
0,-1,1,80,93.91,50.4522,-93.3411,0,38,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,-1,1,80,11.91,43.2711,-112.5361,0,38,23,3,0,0,0,1,0,1,0,0,0,0,0,0,0
0,-1,1,80,68.61,44.9851,-83.754,0,38,11,2,0,0,0,1,0,0,0,0,1,0,0,0,0
0,-1,1,80,54.81,54.0105,-100.1119,0,38,10,4,0,0,0,1,0,0,0,0,0,1,0,0,0
0,-1,1,80,102.27,48.1602,-93.8187,0,38,23,2,0,0,0,1,0,0,1,0,0,0,0,0,0
5,2,0,71,26.0,50.7356,-65.4208,0,54,17,4,0,0,0,1,0,0,0,0,0,0,1,0,0
5,2,0,71,35.1,43.1649,-76.8694,0,54,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,2,0,71,317.49,44.5278,-67.0486,0,54,22,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,117,14.7,49.9329,-120.8534,0,78,7,3,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,117,25.26,45.1133,-101.1824,0,78,8,4,1,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,29,26.5,51.5416,-89.2455,0,69,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0
1,4,0,29,52.79,48.5428,-67.0249,0,69,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0
1,4,0,29,40.7,54.9908,-72.0005,0,69,2,5,0,0,1,0,0,0,0,0,0,0,0,1,0
1,4,0,29,129.04,48.629,-104.2877,0,69,9,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,4,0,29,104.28,54.448,-82.7652,0,69,20,3,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,74,34.33,49.6693,-89.1369,0,67,19,4,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,74,125.54,44.132,-117.768,0,67,14,4,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,74,85.05,52.0504,-62.9026,0,67,11,3,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,74,109.11,52.2236,-118.4717,0,67,10,6,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,74,210.08,43.5101,-103.5282,0,67,22,2,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2,101,30.69,45.38,-112.6973,0,71,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,2,101,115.54,46.7338,-95.5874,0,71,16,6,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,2,101,185.42,43.2019,-114.8594,0,71,17,2,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,2,101,46.93,44.2106,-119.595,0,71,12,2,0,0,0,1,0,1,0,0,0,0,0,0,0
4,0,0,55,71.39,51.3854,-97.5332,0,43,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,0,0,55,138.85,43.1493,-81.6771,0,43,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0
4,0,0,55,78.95,44.9977,-77.5674,0,43,21,6,0,0,0,1,0,0,0,0,0,1,0,0,0
4,0,0,55,69.34,49.312,-116.1902,0,43,7,3,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,50,50.26,49.2212,-109.0683,0,54,8,6,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,50,19.62,52.0933,-78.1613,0,54,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,50,102.89,51.8016,-80.8529,0,54,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,50,59.39,44.1335,-65.0746,0,54,20,5,1,0,0,0,0,0,0,0,0,1,0,0,0
5,4,1,112,29.02,48.5978,-71.1225,0,20,5,5,0,0,0,1,0,1,0,0,0,0,0,0,0
5,4,1,112,8.68,47.3248,-65.1755,1,20,19,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5,4,1,112,41.48,46.6658,-102.148,0,20,21,4,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,65,135.24,43.2398,-77.8144,0,22,18,6,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,65,85.81,53.4614,-93.8551,0,22,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,65,199.21,53.0234,-115.4074,0,22,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2,0,49,124.61,43.2311,-109.4005,0,20,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,0,49,72.58,53.4763,-119.4251,0,20,22,4,0,1,0,0,0,0,0,0,0,1,0,0,0
1,2,0,49,45.08,53.5325,-116.6374,0,20,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2,0,49,68.09,50.6579,-83.8361,0,20,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,2,0,49,18.29,51.8148,-83.8492,0,20,14,6,0,1,0,0,1,0,0,0,0,0,0,0,0
1,2,0,49,91.59,43.5714,-75.5819,0,20,10,4,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2,0,49,95.02,53.339,-84.1877,0,20,15,4,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,0,49,68.56,46.428,-69.429,0,20,17,6,0,1,0,0,0,0,0,0,0,1,0,0,0
5,3,0,109,3.98,46.9385,-80.7256,0,72,7,4,1,0,0,0,0,0,0,0,0,0,0,1,0
5,3,0,109,63.74,52.4373,-100.4272,0,72,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5,3,0,109,43.22,49.2671,-92.9331,0,72,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0
5,3,0,109,161.83,51.3403,-86.0727,0,72,19,6,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,-1,0,89,26.73,52.1536,-82.8531,0,32,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
-1,-1,0,89,248.49,48.2993,-81.8688,0,32,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0
-1,-1,0,89,52.25,44.9089,-73.8147,0,32,19,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-1,-1,0,89,268.13,46.818,-104.7843,0,32,21,6,0,0,0,1,0,1,0,0,0,0,0,0,0
-1,-1,0,89,44.02,52.406,-74.0589,0,32,23,3,0,0,0,1,0,0,0,0,1,0,0,0,0
-1,-1,0,89,152.95,50.7168,-76.9764,0,32,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0
-1,-1,0,89,206.51,52.1209,-110.3375,0,32,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,2,0,70,191.86,52.5575,-116.7302,0,48,11,2,0,0,0,1,1,0,0,0,0,0,0,0,0
0,2,0,70,107.69,51.8933,-117.4777,0,48,22,5,0,0,0,1,0,1,0,0,0,0,0,0,0
0,2,0,70,57.63,49.6106,-111.6411,0,48,13,5,0,0,0,1,0,0,0,0,1,0,0,0,0
0,2,0,70,108.97,46.2297,-66.772,0,48,18,6,0,0,0,1,0,0,0,0,0,1,0,0,0
0,2,0,70,57.01,54.8333,-75.2446,0,48,10,3,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,96,12.22,44.1185,-102.8946,0,47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,96,58.25,50.726,-102.5648,0,47,15,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,96,28.37,46.1442,-63.0082,0,47,8,3,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,3,0,53,45.49,45.3356,-122.8243,0,74,9,5,0,0,1,0,0,0,0,0,0,1,0,0,0
-1,3,0,53,35.5,47.7573,-110.0845,0,74,11,4,0,0,1,0,0,0,0,0,0,1,0,0,0
-1,3,0,53,88.82,53.1869,-68.8344,0,74,7,5,0,0,1,0,0,0,0,0,0,0,0,0,1
-1,3,0,53,54.54,48.3904,-79.7102,0,74,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,3,0,53,255.28,48.2443,-65.6622,0,74,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0
-1,3,0,53,31.23,44.5735,-68.4871,0,74,12,3,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,0,108,103.61,52.5976,-121.2184,0,67,9,6,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,0,108,117.71,51.1818,-109.7224,0,67,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0
2,0,0,108,125.08,46.4464,-76.6649,0,67,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,0,108,48.75,51.4265,-109.9775,0,67,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,108,298.62,46.1869,-122.2473,0,67,14,2,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0,0,108,57.54,43.948,-114.5274,0,66,12,3,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,108,126.24,44.3504,-78.4782,0,67,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,1,2,34,95.42,48.2255,-89.8682,0,18,23,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3,1,2,34,207.82,48.3936,-97.9006,0,17,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,2,34,34.42,53.2285,-107.1598,0,18,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0
3,1,2,34,108.28,46.1678,-91.9115,0,17,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0
0,2,0,112,110.66,43.1509,-110.0001,0,62,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,0,112,186.51,48.4278,-88.9704,0,62,18,4,0,0,1,0,0,0,0,0,1,0,0,0,0
0,2,0,112,8.12,48.1341,-121.7369,0,62,18,4,0,0,1,0,0,0,0,0,1,0,0,0,0
0,2,0,112,117.69,48.3024,-117.7722,0,62,15,6,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,0,112,83.71,47.6659,-94.4102,0,62,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,1,1,28,157.47,45.9005,-108.6892,0,65,18,3,0,0,0,1,0,0,0,0,1,0,0,0,0
4,1,1,28,136.22,51.7169,-76.4323,0,65,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0
3,-1,1,24,17.44,46.1546,-100.8122,0,46,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,-1,1,24,65.97,49.864,-99.8529,0,46,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0
-1,2,0,84,107.07,52.9551,-96.6175,0,59,17,2,0,1,0,0,0,0,0,1,0,0,0,0,0
-1,2,0,84,5.22,45.695,-83.6347,1,59,12,5,0,1,0,0,0,1,0,0,0,0,0,0,0
-1,2,0,84,33.54,49.0283,-110.7091,0,59,11,5,0,1,0,0,0,0,0,0,1,0,0,0,0
-1,2,0,84,43.65,54.2647,-108.7532,0,59,14,5,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,2,0,84,52.4,45.4805,-100.7363,0,59,8,3,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,3,0,68,171.35,48.9451,-81.6261,0,68,18,4,0,1,0,0,0,0,0,0,0,0,0,1,0
-1,3,0,68,3.88,50.9831,-84.7439,0,68,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0
-1,3,0,68,84.19,52.0408,-97.4291,0,68,22,6,0,1,0,0,0,0,0,1,0,0,0,0,0
-1,3,0,109,102.75,53.2024,-106.6824,0,68,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-1,3,0,109,35.0,47.2654,-85.8543,0,68,18,2,0,1,0,0,1,0,0,0,0,0,0,0,0
-1,3,0,109,102.23,44.2533,-98.4748,0,68,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0
2,4,0,68,178.38,44.5553,-76.3684,0,32,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,4,0,68,62.57,51.3829,-90.687,0,32,16,3,0,1,0,0,0,0,1,0,0,0,0,0,0
2,4,0,68,153.04,53.3982,-76.0789,0,32,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,4,0,68,45.38,48.7054,-107.2653,0,32,13,5,0,1,0,0,0,0,0,1,0,0,0,0,0
2,4,0,68,23.01,45.0381,-111.9626,0,32,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5,0,0,53,79.82,54.5542,-76.8022,0,24,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5,0,0,53,39.64,43.0897,-71.1819,0,24,8,6,0,0,0,1,0,0,1,0,0,0,0,0,0
5,0,0,53,80.31,49.6236,-119.7784,0,24,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,0,0,53,20.07,53.7578,-120.2429,0,24,12,1,0,0,0,1,0,1,0,0,0,0,0,0,0
5,0,0,53,48.24,52.2053,-74.0062,0,24,23,3,0,0,0,1,0,1,0,0,0,0,0,0,0
5,0,0,53,79.0,49.0836,-93.1235,0,24,8,5,0,0,0,1,0,0,0,1,0,0,0,0,0
5,0,0,53,111.48,46.5138,-118.6349,0,24,8,5,0,0,0,1,0,1,0,0,0,0,0,0,0
-1,0,0,104,54.36,53.467,-105.4665,0,78,20,3,1,0,0,0,0,0,1,0,0,0,0,0,0
-1,0,0,104,46.22,51.3362,-108.9881,0,78,10,5,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,0,104,89.89,50.7612,-95.09,0,78,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,0,0,104,191.55,45.7838,-95.4626,0,78,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-1,0,0,104,64.28,50.7547,-62.3883,0,78,7,5,1,0,0,0,0,0,0,0,0,1,0,0,0
-1,0,0,104,114.51,47.0129,-60.4597,0,78,13,2,1,0,0,0,1,0,0,0,0,0,0,0,0
-1,0,0,104,38.14,43.5625,-81.7562,0,78,14,3,1,0,0,0,0,0,0,0,0,0,0,1,0
-1,0,0,104,149.1,52.2414,-88.872,0,78,21,3,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,-1,0,113,73.22,46.8341,-63.2819,0,37,14,5,0,0,0,1,0,0,0,0,0,0,0,0,1
-1,-1,0,113,135.12,53.0924,-63.095,0,37,17,6,0,0,0,1,0,0,0,0,0,0,0,0,1
-1,-1,0,113,105.75,54.4855,-85.808,0,37,18,6,0,0,0,1,0,0,0,0,0,1,0,0,0
-1,-1,0,113,76.3,49.4388,-109.9424,0,37,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1,-1,0,113,23.71,51.2176,-98.2305,0,37,14,2,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2,0,99,68.95,54.6936,-112.3924,0,53,13,6,0,1,0,0,1,0,0,0,0,0,0,0,0
1,2,0,99,94.49,53.6566,-110.8644,0,53,8,5,0,1,0,0,1,0,0,0,0,0,0,0,0
1,2,0,99,43.72,53.098,-76.0964,0,53,9,3,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,0,99,32.0,50.6827,-63.6632,0,53,23,6,0,1,0,0,0,0,0,0,0,1,0,0,0
3,2,0,28,77.14,49.1872,-100.9558,0,65,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0
3,2,0,28,20.14,50.6758,-118.478,0,65,20,3,1,0,0,0,0,1,0,0,0,0,0,0,0
3,2,0,28,99.68,45.3154,-117.5931,0,65,17,3,1,0,0,0,0,0,0,0,0,0,1,0,0
3,2,0,28,30.82,47.3021,-69.0304,0,65,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,2,0,28,29.72,48.0476,-111.9307,0,65,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5,1,0,48,4.25,43.1327,-68.5056,0,22,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0
5,1,0,48,43.02,53.9528,-97.2187,0,22,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,1,0,48,74.01,48.8824,-90.7623,0,22,14,4,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,0,48,51.31,46.9834,-118.4469,0,22,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5,1,0,48,82.07,45.2656,-119.9777,0,22,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0
5,0,0,69,64.65,45.8244,-99.0466,0,67,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0
5,0,0,69,127.24,46.1819,-83.6739,0,67,8,4,0,0,1,0,1,0,0,0,0,0,0,0,0
5,0,0,69,36.57,54.9309,-85.1777,0,67,9,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,0,0,69,96.02,43.8571,-121.989,0,67,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,0,0,69,56.36,47.0491,-95.3967,0,67,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,2,1,53,102.51,48.7687,-85.5987,0,74,17,1,0,0,0,1,0,0,1,0,0,0,0,0,0
5,2,1,53,70.76,48.027,-122.4883,0,74,6,2,0,0,0,1,0,0,0,0,1,0,0,0,0
-1,1,2,119,104.28,52.3501,-104.4352,0,34,14,3,0,0,0,1,0,0,0,0,0,0,1,0,0
-1,1,2,119,76.28,54.5898,-87.8365,0,34,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-1,1,2,119,167.15,49.7128,-63.6096,0,34,7,3,0,0,0,1,0,1,0,0,0,0,0,0,0
-1,1,2,119,76.03,44.0651,-99.2137,0,34,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
-1,1,2,119,116.51,49.1225,-114.1632,0,34,18,5,0,0,0,1,0,0,0,0,0,0,0,1,0
-1,1,2,119,95.73,46.6164,-105.671,0,34,17,2,0,0,0,1,0,0,0,0,0,0,0,1,0
2,-1,0,45,114.3,43.3813,-107.092,0,43,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,-1,0,45,1.67,51.3744,-75.9548,1,43,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0
2,-1,0,45,39.32,46.6334,-107.932,0,43,10,3,1,0,0,0,0,0,0,0,0,0,0,0,1
5,1,2,31,23.55,50.9583,-67.0896,0,19,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0
5,1,2,31,20.74,44.751,-87.8539,0,19,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4,0,38,5.8,51.0098,-101.9464,0,56,20,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,4,0,38,18.96,54.8625,-122.0352,0,56,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0
0,4,0,38,73.33,51.8907,-114.3043,0,56,21,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,4,0,38,67.29,50.5648,-78.6862,0,56,20,5,0,0,0,1,0,1,0,0,0,0,0,0,0
0,4,0,38,104.4,53.5761,-100.8168,0,56,22,3,0,0,0,1,0,0,0,1,0,0,0,0,0
0,4,0,38,15.34,50.2297,-99.2619,0,56,17,4,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,37,104.02,49.8421,-87.5355,0,33,6,6,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,37,112.66,51.004,-98.4367,0,32,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,37,56.31,54.978,-77.6984,0,33,22,4,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,37,92.77,46.4805,-82.1497,0,33,10,5,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,37,66.64,47.6455,-119.6466,0,33,18,5,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,37,26.96,45.3112,-99.9042,0,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,37,27.43,50.0953,-116.1804,0,33,7,5,0,0,0,1,0,0,0,0,0,0,0,1,0
-1,3,1,15,35.58,47.6826,-69.2395,0,63,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,3,1,15,6.93,45.3647,-74.9882,0,63,23,4,0,0,1,0,0,0,1,0,0,0,0,0,0
-1,3,1,15,42.58,50.3145,-78.0202,0,63,8,3,0,0,1,0,0,0,1,0,0,0,0,0,0
-1,3,1,15,20.07,54.3441,-76.7393,0,63,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0
-1,3,1,15,137.79,53.3595,-68.3624,0,63,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,14,33.41,51.4287,-63.7625,0,39,11,5,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,1,14,129.29,47.029,-66.0398,0,39,22,6,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,1,14,102.51,52.716,-104.9912,0,39,10,3,0,0,1,0,0,0,0,0,1,0,0,0,0
2,3,0,73,45.81,49.4978,-89.9546,0,74,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0
2,3,0,73,112.0,44.0599,-90.9018,0,74,6,6,0,1,0,0,0,0,0,0,0,0,0,0,1
2,3,0,73,39.0,44.7671,-113.5863,0,74,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0
2,3,0,73,76.27,48.4822,-69.2607,0,74,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0
2,3,0,73,16.39,54.0375,-82.6605,0,74,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2,3,0,73,40.15,43.4207,-71.7012,0,74,16,5,0,1,0,0,0,0,1,0,0,0,0,0,0
2,3,0,73,41.59,47.5195,-92.9167,0,74,7,2,0,1,0,0,0,0,1,0,0,0,0,0,0
2,3,0,73,18.42,54.8082,-91.358,0,74,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0
2,3,0,73,63.9,48.5513,-87.6723,0,74,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0
2,3,0,73,99.66,50.432,-99.685,0,74,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0
